Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
1/31/22,New York*,1.5909,9491241892,800000000,182721108.2,65387111.13,0,9,2022,2,2022,1,1,31
1/31/22,Pennsylvania,1.5909,872691306.6,275000000,118113806.5,5567122.68,0,10,2022,2,2022,1,1,31
1/31/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,31
1/31/22,Virgin Islands,1.5909,97887045.99,3000000,2594661,678025.94,235.02,12,2022,2,2022,1,1,31
1/28/22,California,1.5909,19684831516,750000000,329957190.1,136142289.8,0,1,2022,2,2022,1,1,28
1/28/22,Colorado,1.5909,1013089861,100000000,0,7058711.32,0,2,2022,2,2022,1,1,28
1/28/22,Connecticut,1.5909,582076339.1,100000000,34017433.97,3717677.39,0,3,2022,2,2022,1,1,28
1/28/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,28
1/28/22,Illinois,1.5909,4512645003,163000000,0,31031550.42,0.55,5,2022,2,2022,1,1,28
1/28/22,Massachusetts,1.5909,2268015460,0,0,15788709.8,0,6,2022,2,2022,1,1,28
1/28/22,Minnesota,1.5909,1247438174,175000000,118841413.7,7770483.82,35056.4,7,2022,2,2022,1,1,28
1/28/22,New Jersey,1.5909,689399196.2,400000000,166419963,3522163.47,1.17,8,2022,2,2022,1,1,28
1/28/22,New York*,1.5909,9500056912,800000000,182721108.2,64144894.18,0,9,2022,2,2022,1,1,28
1/28/22,Pennsylvania,1.5909,865677670.7,275000000,106985070.6,5453927.66,0,10,2022,2,2022,1,1,28
1/28/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,28
1/28/22,Virgin Islands,1.5909,97887045.99,3000000,2594661,665226.26,235.02,12,2022,2,2022,1,1,28
1/27/22,California,1.5909,19697318623,750000000,320139021.3,135283756.6,0,1,2022,2,2022,1,1,27
1/27/22,Colorado,1.5909,1013089861,100000000,0,7014554.49,0,2,2022,2,2022,1,1,27
1/27/22,Connecticut,1.5909,581231644,100000000,33172738.85,3692343.64,0,3,2022,2,2022,1,1,27
1/27/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,27
1/27/22,Illinois,1.5909,4512645003,163000000,0,30834860.87,0.55,5,2022,2,2022,1,1,27
1/27/22,Massachusetts,1.5909,2268015460,0,0,15689855.39,0,6,2022,2,2022,1,1,27
1/27/22,Minnesota,1.5909,1248842226,175000000,115218413.7,7716051.34,35056.4,7,2022,2,2022,1,1,27
1/27/22,New Jersey,1.5909,686269810.6,400000000,158821563,3492251.52,1.17,8,2022,2,2022,1,1,27
1/27/22,New York*,1.5909,9513294228,800000000,182721108.2,63730244.88,0,9,2022,2,2022,1,1,27
1/27/22,Pennsylvania,1.5909,869751444.8,275000000,106803744.7,5416018.37,0,10,2022,2,2022,1,1,27
1/27/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,27
1/27/22,Virgin Islands,1.5909,97613503.99,3000000,2321119,660971.73,235.02,12,2022,2,2022,1,1,27
1/26/22,California,1.5909,19713826424,750000000,310481527.3,134424503.8,0,1,2022,2,2022,1,1,26
1/26/22,Colorado,1.5909,1013089861,100000000,0,6970397.67,0,2,2022,2,2022,1,1,26
1/26/22,Connecticut,1.5909,580463110,100000000,32404204.85,3667043.43,0,3,2022,2,2022,1,1,26
1/26/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,26
1/26/22,Illinois,1.5909,4512645003,163000000,0,30638171.35,0.55,5,2022,2,2022,1,1,26
1/26/22,Massachusetts,1.5909,2268015460,0,0,15591000.98,0,6,2022,2,2022,1,1,26
1/26/22,Minnesota,1.5909,1247284725,175000000,111595413.7,7661686.78,35056.4,7,2022,2,2022,1,1,26
1/26/22,New Jersey,1.5909,683033216.1,400000000,150801563,3462480.61,1.17,8,2022,2,2022,1,1,26
1/26/22,New York*,1.5909,9516081579,800000000,182721108.2,63315474.05,0,9,2022,2,2022,1,1,26
1/26/22,Pennsylvania,1.5909,869135791.1,275000000,104364940.5,5378136.01,0,10,2022,2,2022,1,1,26
1/26/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,26
1/26/22,Virgin Islands,1.5909,97312308.99,3000000,2019924,656730.24,235.02,12,2022,2,2022,1,1,26
1/25/22,California,1.5909,19759281414,750000000,288926153.7,133563269.8,0,1,2022,2,2022,1,1,25
1/25/22,Colorado,1.5909,1013089861,100000000,0,6926240.77,0,2,2022,2,2022,1,1,25
1/25/22,Connecticut,1.5909,580463110,100000000,32404204.85,3641743.2,0,3,2022,2,2022,1,1,25
1/25/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,25
1/25/22,Illinois,1.5909,4512645003,163000000,0,30441481.82,0.55,5,2022,2,2022,1,1,25
1/25/22,Massachusetts,1.5909,2268015460,0,0,15492146.59,0,6,2022,2,2022,1,1,25
1/25/22,Minnesota,1.5909,1240117807,175000000,99956102.6,7607634.67,35056.4,7,2022,2,2022,1,1,25
1/25/22,New Jersey,1.5909,680480883.9,400000000,142954563,3432820.95,1.17,8,2022,2,2022,1,1,25
1/25/22,New York*,1.5909,9516616163,800000000,182721108.2,62900679.97,0,9,2022,2,2022,1,1,25
1/25/22,Pennsylvania,1.5909,870940899.1,275000000,101598056.5,5340174.88,0,10,2022,2,2022,1,1,25
1/25/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,25
1/25/22,Virgin Islands,1.5909,96923187.99,3000000,1630803,652505.71,235.02,12,2022,2,2022,1,1,25
1/24/22,California,1.5909,19747183935,750000000,263926433.6,132702563.1,0,1,2022,2,2022,1,1,24
1/24/22,Colorado,1.5909,1013089861,100000000,0,6882083.91,0,2,2022,2,2022,1,1,24
1/24/22,Connecticut,1.5909,579597138,100000000,31538232.85,3616480.7,0,3,2022,2,2022,1,1,24
1/24/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,24
1/24/22,Illinois,1.5909,4512645003,163000000,0,30244792.32,0.55,5,2022,2,2022,1,1,24
1/24/22,Massachusetts,1.5909,2268015460,0,0,15393292.2,0,6,2022,2,2022,1,1,24
1/24/22,Minnesota,1.5909,1230951304,175000000,89164600,7553982.1,35056.4,7,2022,2,2022,1,1,24
1/24/22,New Jersey,1.5909,689858983.9,400000000,136650563,3402752.57,1.17,8,2022,2,2022,1,1,24
1/24/22,New York*,1.5909,9508275321,800000000,174380266.6,62486249.51,0,9,2022,2,2022,1,1,24
1/24/22,Pennsylvania,1.5909,869074712.4,275000000,97042169.8,5302295.15,0,10,2022,2,2022,1,1,24
1/24/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,24
1/24/22,Virgin Islands,1.5909,96923187.99,3000000,1630803,648281.22,235.02,12,2022,2,2022,1,1,24
1/21/22,California,1.5909,19713201470,750000000,220377878.5,130124886.6,0,1,2022,2,2022,1,1,21
1/21/22,Colorado,1.5909,1013089861,100000000,0,6749613.38,0,2,2022,2,2022,1,1,21
1/21/22,Connecticut,1.5909,579597138,100000000,31538232.85,3540693.23,0,3,2022,2,2022,1,1,21
1/21/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,21
1/21/22,Illinois,1.5909,4512645003,163000000,0,29654723.87,0.55,5,2022,2,2022,1,1,21
1/21/22,Massachusetts,1.5909,2268015460,0,0,15096729,0,6,2022,2,2022,1,1,21
1/21/22,Minnesota,1.5909,1229903228,175000000,86984600,7393161.25,35056.4,7,2022,2,2022,1,1,21
1/21/22,New Jersey,1.5909,675721679.1,400000000,122305563,3314395.92,1.17,8,2022,2,2022,1,1,21
1/21/22,New York*,1.5909,9482354742,800000000,148459687.6,61246347.17,0,9,2022,2,2022,1,1,21
1/21/22,Pennsylvania,1.5909,856494984.7,275000000,80662042.15,5190300.8,0,10,2022,2,2022,1,1,21
1/21/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,21
1/21/22,Virgin Islands,1.5909,96923187.99,3000000,1630803,635607.55,235.02,12,2022,2,2022,1,1,21
1/20/22,California,1.5909,19731464337,750000000,219311866.1,129264865.1,0,1,2022,2,2022,1,1,20
1/20/22,Colorado,1.5909,1013089861,100000000,0,6705456.62,0,2,2022,2,2022,1,1,20
1/20/22,Connecticut,1.5909,579000083.5,100000000,30941178.35,3515456.73,0,3,2022,2,2022,1,1,20
1/20/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,20
1/20/22,Illinois,1.5909,4512645003,163000000,0,29458034.37,0.55,5,2022,2,2022,1,1,20
1/20/22,Massachusetts,1.5909,2268015460,0,0,14997874.53,0,6,2022,2,2022,1,1,20
1/20/22,Minnesota,1.5909,1228458064,175000000,84831600,7339617.31,35056.4,7,2022,2,2022,1,1,20
1/20/22,New Jersey,1.5909,668145787.5,400000000,114532563,3285273.92,1.17,8,2022,2,2022,1,1,20
1/20/22,New York*,1.5909,9483060065,800000000,148459687.6,60833015.71,0,9,2022,2,2022,1,1,20
1/20/22,Pennsylvania,1.5909,856336342.7,275000000,78741500.11,5152976.23,0,10,2022,2,2022,1,1,20
1/20/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,20
1/20/22,Virgin Islands,1.5909,96446448.99,3000000,1154064,631403.81,235.02,12,2022,2,2022,1,1,20
1/19/22,California,1.5909,19752584360,750000000,218257121.8,128403923,0,1,2022,2,2022,1,1,19
1/19/22,Colorado,1.5909,1013089861,100000000,0,6661299.75,0,2,2022,2,2022,1,1,19
1/19/22,Connecticut,1.5909,577614115.6,100000000,29555210.44,3490280.68,0,3,2022,2,2022,1,1,19
1/19/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,19
1/19/22,Illinois,1.5909,4512645003,163000000,0,29261344.81,0.55,5,2022,2,2022,1,1,19
1/19/22,Massachusetts,1.5909,2268015460,0,0,14899020.18,0,6,2022,2,2022,1,1,19
1/19/22,Minnesota,1.5909,1225447116,175000000,80678600,7286204.62,35056.4,7,2022,2,2022,1,1,19
1/19/22,New Jersey,1.5909,668683237.5,400000000,106638563,3256128.53,1.17,8,2022,2,2022,1,1,19
1/19/22,New York*,1.5909,9482371100,800000000,147770723.4,60419714.21,0,9,2022,2,2022,1,1,19
1/19/22,Pennsylvania,1.5909,855267131.6,275000000,76297789,5115698.36,0,10,2022,2,2022,1,1,19
1/19/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,19
1/19/22,Virgin Islands,1.5909,96349248.99,3000000,1056864,627204.39,235.02,12,2022,2,2022,1,1,19
1/18/22,California,1.5909,19763157210,750000000,214814176.6,127542515.2,0,1,2022,2,2022,1,1,18
1/18/22,Colorado,1.5909,1013089861,100000000,0,6617142.93,0,2,2022,2,2022,1,1,18
1/18/22,Connecticut,1.5909,569866210.3,100000000,21805634.44,3465442.24,0,3,2022,2,2022,1,1,18
1/18/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,18
1/18/22,Illinois,1.5909,4512645003,163000000,0,29064655.37,0.55,5,2022,2,2022,1,1,18
1/18/22,Massachusetts,1.5909,2268015460,0,0,14800165.77,0,6,2022,2,2022,1,1,18
1/18/22,Minnesota,1.5909,1209886390,175000000,60548600,7233470.12,35056.4,7,2022,2,2022,1,1,18
1/18/22,New Jersey,1.5909,665044679.8,400000000,101035563,3227141.64,1.17,8,2022,2,2022,1,1,18
1/18/22,New York*,1.5909,9482233596,800000000,147633171.1,60006418.78,0,9,2022,2,2022,1,1,18
1/18/22,Pennsylvania,1.5909,853224062.5,275000000,72377165.74,5078509.49,0,10,2022,2,2022,1,1,18
1/18/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,18
1/18/22,Virgin Islands,1.5909,96183498.09,3000000,829426,623010.86,235.02,12,2022,2,2022,1,1,18
1/14/22,California,1.5909,19772238106,750000000,212230647.6,124095320.4,0,1,2022,2,2022,1,1,14
1/14/22,Colorado,1.5909,1013089861,100000000,0,6440515.52,0,2,2022,2,2022,1,1,14
1/14/22,Connecticut,1.5909,569192780.6,100000000,21132204.74,3366206.21,0,3,2022,2,2022,1,1,14
1/14/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,14
1/14/22,Illinois,1.5909,4512645003,163000000,0,28277897.39,0.55,5,2022,2,2022,1,1,14
1/14/22,Massachusetts,1.5909,2268015460,0,0,14404748.16,0,6,2022,2,2022,1,1,14
1/14/22,Minnesota,1.5909,1208543390,175000000,58205600,7022766.41,35056.4,7,2022,2,2022,1,1,14
1/14/22,New Jersey,1.5909,650305639.8,400000000,80985563,3113764.03,1.17,8,2022,2,2022,1,1,14
1/14/22,New York*,1.5909,9440535573,800000000,105935148.4,58360506.63,0,9,2022,2,2022,1,1,14
1/14/22,Pennsylvania,1.5909,836938749.4,275000000,53852252.68,4932593.19,0,10,2022,2,2022,1,1,14
1/14/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,14
1/14/22,Virgin Islands,1.5909,96183498.09,3000000,829426,606241.77,235.02,12,2022,2,2022,1,1,14
1/13/22,California,1.5909,19778445630,750000000,202217574.4,123233251.2,0,1,2022,2,2022,1,1,13
1/13/22,Colorado,1.5909,1013089861,100000000,0,6396358.7,0,2,2022,2,2022,1,1,13
1/13/22,Connecticut,1.5909,568250517.6,100000000,20189941.74,3341438.33,0,3,2022,2,2022,1,1,13
1/13/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,13
1/13/22,Illinois,1.5909,4512645003,163000000,0,28081207.84,0.55,5,2022,2,2022,1,1,13
1/13/22,Massachusetts,1.5909,2268015460,0,0,14305893.75,0,6,2022,2,2022,1,1,13
1/13/22,Minnesota,1.5909,1207139380,175000000,55995600,6970151.73,35056.4,7,2022,2,2022,1,1,13
1/13/22,New Jersey,1.5909,644529049.8,400000000,73292563,3085671.36,1.17,8,2022,2,2022,1,1,13
1/13/22,New York*,1.5909,9435953075,800000000,101352650.2,57949228.37,0,9,2022,2,2022,1,1,13
1/13/22,Pennsylvania,1.5909,835332644.1,275000000,51744247.34,4896184.17,0,10,2022,2,2022,1,1,13
1/13/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,13
1/13/22,Virgin Islands,1.5909,96183498.09,3000000,829426,602049.5,235.02,12,2022,2,2022,1,1,13
1/12/22,California,1.5909,19776845281,750000000,190903040.7,122371251.7,0,1,2022,2,2022,1,1,12
1/12/22,Colorado,1.5909,1013089861,100000000,0,6352201.93,0,2,2022,2,2022,1,1,12
1/12/22,Connecticut,1.5909,567035845.3,100000000,18975269.46,3316723.31,0,3,2022,2,2022,1,1,12
1/12/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,12
1/12/22,Illinois,1.5909,4512645003,163000000,0,27884518.31,0.55,5,2022,2,2022,1,1,12
1/12/22,Massachusetts,1.5909,2268015460,0,0,14207039.33,0,6,2022,2,2022,1,1,12
1/12/22,Minnesota,1.5909,1205285129,175000000,52623600,6917617.74,35056.4,7,2022,2,2022,1,1,12
1/12/22,New Jersey,1.5909,637804039.8,400000000,64909563,3057871.86,1.17,8,2022,2,2022,1,1,12
1/12/22,New York*,1.5909,9433975775,800000000,99375350.61,57538036.26,0,9,2022,2,2022,1,1,12
1/12/22,Pennsylvania,1.5909,834358840.6,275000000,49208043.91,4859817.53,0,10,2022,2,2022,1,1,12
1/12/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,12
1/12/22,Virgin Islands,1.5909,95886016.09,3000000,531944,597870.12,235.02,12,2022,2,2022,1,1,12
1/11/22,California,1.5909,19770926747,750000000,171434982.5,121509510.1,0,1,2022,2,2022,1,1,11
1/11/22,Colorado,1.5909,1013089861,100000000,0,6308045.07,0,2,2022,2,2022,1,1,11
1/11/22,Connecticut,1.5909,565222762.3,100000000,17162186.46,3292087.33,0,3,2022,2,2022,1,1,11
1/11/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,11
1/11/22,Illinois,1.5909,4512645003,163000000,0,27687828.89,0.55,5,2022,2,2022,1,1,11
1/11/22,Massachusetts,1.5909,2268015460,0,0,14108184.93,0,6,2022,2,2022,1,1,11
1/11/22,Minnesota,1.5909,1194796129,175000000,41584600,6865540.99,35056.4,7,2022,2,2022,1,1,11
1/11/22,New Jersey,1.5909,630203516.8,400000000,56652000,3030403.57,1.17,8,2022,2,2022,1,1,11
1/11/22,New York*,1.5909,9432254682,800000000,97654257.65,57126919.2,0,9,2022,2,2022,1,1,11
1/11/22,Pennsylvania,1.5909,833104864.3,275000000,46606667.55,4823505.64,0,10,2022,2,2022,1,1,11
1/11/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,11
1/11/22,Virgin Islands,1.5909,95886016.09,3000000,531944,593690.87,235.02,12,2022,2,2022,1,1,11
1/10/22,California,1.5909,19755029037,750000000,147783161.1,120648461.5,0,1,2022,2,2022,1,1,10
1/10/22,Colorado,1.5909,1013089861,100000000,0,6263888.26,0,2,2022,2,2022,1,1,10
1/10/22,Connecticut,1.5909,558055746.8,100000000,9995170.89,3267763.69,0,3,2022,2,2022,1,1,10
1/10/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,10
1/10/22,Illinois,1.5909,4512645003,163000000,0,27491139.36,0.55,5,2022,2,2022,1,1,10
1/10/22,Massachusetts,1.5909,2268015460,0,0,14009330.55,0,6,2022,2,2022,1,1,10
1/10/22,Minnesota,1.5909,1185566505,175000000,31109600,6813866.45,35056.4,7,2022,2,2022,1,1,10
1/10/22,New Jersey,1.5909,625519516.8,400000000,50137000,3003139.47,1.17,8,2022,2,2022,1,1,10
1/10/22,New York*,1.5909,9421629572,800000000,87029147.08,56716265.22,0,9,2022,2,2022,1,1,10
1/10/22,Pennsylvania,1.5909,829491524.9,275000000,42377496.67,4787351.14,0,10,2022,2,2022,1,1,10
1/10/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,10
1/10/22,Virgin Islands,1.5909,95488215.09,3000000,134143,589528.87,235.02,12,2022,2,2022,1,1,10
1/7/22,California,1.5909,19717035671,750000000,103486426.3,118070283.6,0,1,2022,2,2022,1,1,7
1/7/22,Colorado,1.5909,1013089861,100000000,0,6131417.65,0,2,2022,2,2022,1,1,7
1/7/22,Connecticut,1.5909,556844253.6,100000000,8783677.73,3194951.39,0,3,2022,2,2022,1,1,7
1/7/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,7
1/7/22,Illinois,1.5909,4512645003,163000000,0,26901070.84,0.55,5,2022,2,2022,1,1,7
1/7/22,Massachusetts,1.5909,2268015460,0,0,13712767.35,0,6,2022,2,2022,1,1,7
1/7/22,Minnesota,1.5909,1185591508,175000000,30584600,6658839.9,35056.4,7,2022,2,2022,1,1,7
1/7/22,New Jersey,1.5909,613595516.8,400000000,38193000,2922906.43,1.17,8,2022,2,2022,1,1,7
1/7/22,New York*,1.5909,9389819071,800000000,55218646.31,55488462.74,0,9,2022,2,2022,1,1,7
1/7/22,Pennsylvania,1.5909,814369908.6,275000000,26789380.39,4680865.01,0,10,2022,2,2022,1,1,7
1/7/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,7
1/7/22,Virgin Islands,1.5909,95488215.09,3000000,134143,577042.96,235.02,12,2022,2,2022,1,1,7
1/6/22,California,1.5909,19711440813,750000000,92720466.26,117211134.8,0,1,2022,2,2022,1,1,6
1/6/22,Colorado,1.5909,1013089861,100000000,0,6081138.98,0,2,2022,2,2022,1,1,6
1/6/22,Connecticut,1.5909,556122441.6,100000000,8061865.73,3170712.11,0,3,2022,2,2022,1,1,6
1/6/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,6
1/6/22,Illinois,1.5909,4512645003,163000000,0,26704381.46,0.55,5,2022,2,2022,1,1,6
1/6/22,Massachusetts,1.5909,2268015460,0,0,13613912.88,0,6,2022,2,2022,1,1,6
1/6/22,Minnesota,1.5909,1182744479,175000000,26972600,6607288.49,35056.4,7,2022,2,2022,1,1,6
1/6/22,New Jersey,1.5909,606230516.8,400000000,30803000,2896483.06,1.17,8,2022,2,2022,1,1,6
1/6/22,New York*,1.5909,9387205741,800000000,52605316.56,55079309.2,0,9,2022,2,2022,1,1,6
1/6/22,Pennsylvania,1.5909,813704481.5,275000000,24592285.89,4645398.66,0,10,2022,2,2022,1,1,6
1/6/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,6
1/6/22,Virgin Islands,1.5909,95360512.09,3000000,6440,572886.45,235.02,12,2022,2,2022,1,1,6
1/5/22,California,1.5909,19703678083,750000000,79775357.62,116352324.4,0,1,2022,2,2022,1,1,5
1/5/22,Colorado,1.5909,1013089861,100000000,0,6036982.08,0,2,2022,2,2022,1,1,5
1/5/22,Connecticut,1.5909,556122441.6,100000000,8061865.73,3146472.8,0,3,2022,2,2022,1,1,5
1/5/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,5
1/5/22,Illinois,1.5909,4512645003,163000000,0,26507691.93,0.55,5,2022,2,2022,1,1,5
1/5/22,Massachusetts,1.5909,2268015460,0,0,13515058.55,0,6,2022,2,2022,1,1,5
1/5/22,Minnesota,1.5909,1180190505,175000000,23360600,6555848.32,35056.4,7,2022,2,2022,1,1,5
1/5/22,New Jersey,1.5909,597920516.8,400000000,22473000,2870421.93,1.17,8,2022,2,2022,1,1,5
1/5/22,New York*,1.5909,9383884965,800000000,49284540.08,54670300.34,0,9,2022,2,2022,1,1,5
1/5/22,Pennsylvania,1.5909,811837876.7,275000000,22102281.09,4610013.61,0,10,2022,2,2022,1,1,5
1/5/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,5
1/5/22,Virgin Islands,1.5909,95360512.09,3000000,6440,568730.1,235.02,12,2022,2,2022,1,1,5
1/4/22,California,1.5909,19696034227,750000000,70269088.12,115493847.1,0,1,2022,2,2022,1,1,4
1/4/22,Colorado,1.5909,1013089861,100000000,0,5992825.27,0,2,2022,2,2022,1,1,4
1/4/22,Connecticut,1.5909,553792030.6,100000000,5731454.73,3122335.03,0,3,2022,2,2022,1,1,4
1/4/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,4
1/4/22,Illinois,1.5909,4512645003,163000000,0,26311002.3,0.55,5,2022,2,2022,1,1,4
1/4/22,Massachusetts,1.5909,2268015460,0,0,13416204.14,0,6,2022,2,2022,1,1,4
1/4/22,Minnesota,1.5909,1170630438,175000000,12583600,6504824.81,35056.4,7,2022,2,2022,1,1,4
1/4/22,New Jersey,1.5909,589973457.3,400000000,14477000,2844707.21,1.17,8,2022,2,2022,1,1,4
1/4/22,New York*,1.5909,9380173197,800000000,45535108.65,54261453.29,0,9,2022,2,2022,1,1,4
1/4/22,Pennsylvania,1.5909,809093291.9,275000000,19288528.7,4574748.25,0,10,2022,2,2022,1,1,4
1/4/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,4
1/4/22,Virgin Islands,1.5909,95360512.09,3000000,6440,564573.67,235.02,12,2022,2,2022,1,1,4
1/3/22,California,1.5909,19666571434,750000000,38788548.57,114636654,0,1,2022,2,2022,1,1,3
1/3/22,Colorado,1.5909,1013089861,100000000,0,5948668.38,0,2,2022,2,2022,1,1,3
1/3/22,Connecticut,1.5909,549541746.5,100000000,1481170.61,3098382.53,0,3,2022,2,2022,1,1,3
1/3/22,Hawaii,1.5909,0,65000000,0,19584.53,19584.53,4,2022,2,2022,1,1,3
1/3/22,Illinois,1.5909,4512645003,163000000,0,26114312.88,0.55,5,2022,2,2022,1,1,3
1/3/22,Massachusetts,1.5909,2268015460,0,0,13317349.73,0,6,2022,2,2022,1,1,3
1/3/22,Minnesota,1.5909,1159136438,175000000,864600,6454302.35,35056.4,7,2022,2,2022,1,1,3
1/3/22,New Jersey,1.5909,583490457.3,400000000,7974000,2819274.98,1.17,8,2022,2,2022,1,1,3
1/3/22,New York*,1.5909,9368344085,800000000,33705996.66,53853121.95,0,9,2022,2,2022,1,1,3
1/3/22,Pennsylvania,1.5909,805239351.9,275000000,15434588.68,4539650.81,0,10,2022,2,2022,1,1,3
1/3/22,Texas,1.5909,0,0,0,19767040.04,4895.4,11,2022,2,2022,1,1,3
1/3/22,Virgin Islands,1.5909,95354072.09,3000000,0,560417.58,235.02,12,2022,2,2022,1,1,3
12/31/21,California,2.2777,19630192590,900000000,451310373.4,112069831.7,0,1,2022,1,2021,4,12,31
12/31/21,Colorado,2.2777,1013089861,200000000,0,5816197.92,0,2,2022,1,2021,4,12,31
12/31/21,Connecticut,2.2777,548060575.9,100000000,39518063.47,3026718.75,0,3,2022,1,2021,4,12,31
12/31/21,Hawaii,2.2777,0,65000000,0,19584.53,19584.53,4,2022,1,2021,4,12,31
12/31/21,Illinois,2.2777,4512645003,330000000,64151497.24,25524244.39,0.55,5,2022,1,2021,4,12,31
12/31/21,Massachusetts,2.2777,2268015460,0,0,13020786.55,0,6,2022,1,2021,4,12,31
12/31/21,Minnesota,2.2777,1158771838,175000000,104178303.1,6302782.65,35056.4,7,2022,1,2021,4,12,31
12/31/21,New Jersey,2.2777,575539177.3,300000000,194220369.8,2744018.12,1.17,8,2022,1,2021,4,12,31
12/31/21,New York*,2.2777,9334638089,700000000,214772190.7,52632534.9,0,9,2022,1,2021,4,12,31
12/31/21,Pennsylvania,2.2777,789804763.2,275000000,89364888.36,4436376.84,0,10,2022,1,2021,4,12,31
12/31/21,Texas,2.2777,0,0,0,19767040.04,4895.4,11,2022,1,2021,4,12,31
12/31/21,Virgin Islands,2.2777,95354072.09,3000000,957129,547949.21,235.02,12,2022,1,2021,4,12,31
12/30/21,California,2.2777,19621954708,900000000,441039402.3,110845368.7,0,1,2022,1,2021,4,12,30
12/30/21,Colorado,2.2777,1014167919,200000000,0,5759100.34,1078057.93,2,2022,1,2021,4,12,30
12/30/21,Connecticut,2.2777,547560575.9,100000000,39018063.47,2992549.49,0,3,2022,1,2021,4,12,30
12/30/21,Hawaii,2.2777,0,65000000,0,19584.53,19584.53,4,2022,1,2021,4,12,30
12/30/21,Illinois,2.2777,4512645003,330000000,64151497.24,25242643.07,0.55,5,2022,1,2021,4,12,30
12/30/21,Massachusetts,2.2777,2268015460,0,0,12879256.25,0,6,2022,1,2021,4,12,30
12/30/21,Minnesota,2.2777,1156988838,175000000,102395303.1,6230583.4,35056.4,7,2022,1,2021,4,12,30
12/30/21,New Jersey,2.2777,568454177.3,300000000,187135369.8,2708545.05,1.17,8,2022,1,2021,4,12,30
12/30/21,New York*,2.2777,9331795667,700000000,211929768.5,52050205.71,0,9,2022,1,2021,4,12,30
12/30/21,Pennsylvania,2.2777,789804763.2,275000000,89364888.36,4387090.89,0,10,2022,1,2021,4,12,30
12/30/21,Texas,2.2777,0,0,0,19767040.04,4895.4,11,2022,1,2021,4,12,30
12/30/21,Virgin Islands,2.2777,95354072.09,3000000,957129,541998.87,235.02,12,2022,1,2021,4,12,30
